ISO,Energy,Units,Month,Year,Generation
ERCOT,Conventional hydropower,billion kilowatthours,January,2013,0.06
ERCOT,Nonhydro renewables,billion kilowatthours,January,2013,2.41
ERCOT,other energy sources,billion kilowatthours,January,2013,0.13
Northwest and Rockies,Natural gas,billion kilowatthours,January,2013,5.55
Northwest and Rockies,Coal,billion kilowatthours,January,2013,12.6
Northwest and Rockies,Nuclear,billion kilowatthours,January,2013,0.84
Northwest and Rockies,Conventional hydropower,billion kilowatthours,January,2013,13.31
Northwest and Rockies,Nonhydro renewables,billion kilowatthours,January,2013,2.96
Northwest and Rockies,other energy sources,billion kilowatthours,January,2013,0.03
Southwest,Natural gas,billion kilowatthours,January,2013,2.02
Southwest,Coal,billion kilowatthours,January,2013,6.01
Southwest,Nuclear,billion kilowatthours,January,2013,2.86
Southwest,Conventional hydropower,billion kilowatthours,January,2013,0.7
Southwest,Nonhydro renewables,billion kilowatthours,January,2013,0.61
Southwest,other energy sources,billion kilowatthours,January,2013,0.01
CAISO,Natural gas,billion kilowatthours,January,2013,8.74
CAISO,Coal,billion kilowatthours,January,2013,1.19
CAISO,Nuclear,billion kilowatthours,January,2013,1.67
CAISO,Conventional hydropower,billion kilowatthours,January,2013,1.66
CAISO,Nonhydro renewables,billion kilowatthours,January,2013,1.8
CAISO,other energy sources,billion kilowatthours,January,2013,-0.01
ISO-NE,Natural gas,billion kilowatthours,February,2013,2.67
ISO-NE,Coal,billion kilowatthours,February,2013,0.96
ISO-NE,Nuclear,billion kilowatthours,February,2013,2.96
ISO-NE,Conventional hydropower,billion kilowatthours,February,2013,0.59
ISO-NE,Nonhydro renewables,billion kilowatthours,February,2013,0.55
ISO-NE,other energy sources,billion kilowatthours,February,2013,0.3
NYISO,Natural gas,billion kilowatthours,February,2013,4.56
NYISO,Coal,billion kilowatthours,February,2013,0.63
NYISO,Nuclear,billion kilowatthours,February,2013,3.56
NYISO,Conventional hydropower,billion kilowatthours,February,2013,1.87
NYISO,Nonhydro renewables,billion kilowatthours,February,2013,0.39
NYISO,other energy sources,billion kilowatthours,February,2013,0.09
PJM,Natural gas,billion kilowatthours,February,2013,10.27
PJM,Coal,billion kilowatthours,February,2013,30.19
PJM,Nuclear,billion kilowatthours,February,2013,22.52
PJM,Conventional hydropower,billion kilowatthours,February,2013,0.73
PJM,Nonhydro renewables,billion kilowatthours,February,2013,1.98
PJM,other energy sources,billion kilowatthours,February,2013,0.23
SERC,Natural gas,billion kilowatthours,February,2013,13.63
SERC,Coal,billion kilowatthours,February,2013,18.37
SERC,Nuclear,billion kilowatthours,February,2013,14.95
SERC,Conventional hydropower,billion kilowatthours,February,2013,4.02
SERC,Nonhydro renewables,billion kilowatthours,February,2013,0.2
SERC,other energy sources,billion kilowatthours,February,2013,0
FRCC,Natural gas,billion kilowatthours,February,2013,9.84
FRCC,Coal,billion kilowatthours,February,2013,2.47
FRCC,Nuclear,billion kilowatthours,February,2013,1.62
FRCC,Conventional hydropower,billion kilowatthours,February,2013,0.02
FRCC,Nonhydro renewables,billion kilowatthours,February,2013,0.19
FRCC,other energy sources,billion kilowatthours,February,2013,0.14
MISO,Natural gas,billion kilowatthours,February,2013,6.13
MISO,Coal,billion kilowatthours,February,2013,31.27
MISO,Nuclear,billion kilowatthours,February,2013,8.51
MISO,Conventional hydropower,billion kilowatthours,February,2013,0.51
MISO,Nonhydro renewables,billion kilowatthours,February,2013,3.52
MISO,other energy sources,billion kilowatthours,February,2013,0.79
SPP,Natural gas,billion kilowatthours,February,2013,3.39
SPP,Coal,billion kilowatthours,February,2013,13.7
SPP,Nuclear,billion kilowatthours,February,2013,0.6
SPP,Conventional hydropower,billion kilowatthours,February,2013,0.6
SPP,Nonhydro renewables,billion kilowatthours,February,2013,2.31
SPP,other energy sources,billion kilowatthours,February,2013,0.08
ERCOT,Natural gas,billion kilowatthours,February,2013,7.66
ERCOT,Coal,billion kilowatthours,February,2013,7.67
ERCOT,Nuclear,billion kilowatthours,February,2013,2.55
ERCOT,Conventional hydropower,billion kilowatthours,February,2013,0.03
ERCOT,Nonhydro renewables,billion kilowatthours,February,2013,2.74
ERCOT,other energy sources,billion kilowatthours,February,2013,0.09
Northwest and Rockies,Natural gas,billion kilowatthours,February,2013,4.81
Northwest and Rockies,Coal,billion kilowatthours,February,2013,11.47
Northwest and Rockies,Nuclear,billion kilowatthours,February,2013,0.76
Northwest and Rockies,Conventional hydropower,billion kilowatthours,February,2013,9.44
Northwest and Rockies,Nonhydro renewables,billion kilowatthours,February,2013,3.27
Northwest and Rockies,other energy sources,billion kilowatthours,February,2013,0.04
Southwest,Natural gas,billion kilowatthours,February,2013,1.62
Southwest,Coal,billion kilowatthours,February,2013,4.68
Southwest,Nuclear,billion kilowatthours,February,2013,2.68
Southwest,Conventional hydropower,billion kilowatthours,February,2013,0.64
Southwest,Nonhydro renewables,billion kilowatthours,February,2013,0.6
Southwest,other energy sources,billion kilowatthours,February,2013,0.01
CAISO,Natural gas,billion kilowatthours,February,2013,8.09
CAISO,Coal,billion kilowatthours,February,2013,0.98
CAISO,Nuclear,billion kilowatthours,February,2013,0.79
CAISO,Conventional hydropower,billion kilowatthours,February,2013,1.47
CAISO,Nonhydro renewables,billion kilowatthours,February,2013,1.99
CAISO,other energy sources,billion kilowatthours,February,2013,0.01
ISO-NE,Natural gas,billion kilowatthours,March,2013,3.28
ISO-NE,Coal,billion kilowatthours,March,2013,0.78
ISO-NE,Nuclear,billion kilowatthours,March,2013,3.08
ISO-NE,Conventional hydropower,billion kilowatthours,March,2013,0.65
ISO-NE,Nonhydro renewables,billion kilowatthours,March,2013,0.64
ISO-NE,other energy sources,billion kilowatthours,March,2013,0.13
NYISO,Natural gas,billion kilowatthours,March,2013,4.8
NYISO,Coal,billion kilowatthours,March,2013,0.58
NYISO,Nuclear,billion kilowatthours,March,2013,3.18
NYISO,Conventional hydropower,billion kilowatthours,March,2013,2.16
NYISO,Nonhydro renewables,billion kilowatthours,March,2013,0.45
NYISO,other energy sources,billion kilowatthours,March,2013,0.05
PJM,Natural gas,billion kilowatthours,March,2013,9.74
PJM,Coal,billion kilowatthours,March,2013,30.91
PJM,Nuclear,billion kilowatthours,March,2013,23.84
PJM,Conventional hydropower,billion kilowatthours,March,2013,0.76
PJM,Nonhydro renewables,billion kilowatthours,March,2013,2.24
PJM,other energy sources,billion kilowatthours,March,2013,0.19
SERC,Natural gas,billion kilowatthours,March,2013,13.96
SERC,Coal,billion kilowatthours,March,2013,21.78
SERC,Nuclear,billion kilowatthours,March,2013,15
SERC,Conventional hydropower,billion kilowatthours,March,2013,3.35
SERC,Nonhydro renewables,billion kilowatthours,March,2013,0.22
SERC,other energy sources,billion kilowatthours,March,2013,-0.06
FRCC,Natural gas,billion kilowatthours,March,2013,10.18
FRCC,Coal,billion kilowatthours,March,2013,3.12
FRCC,Nuclear,billion kilowatthours,March,2013,1.33
FRCC,Conventional hydropower,billion kilowatthours,March,2013,0.02
FRCC,Nonhydro renewables,billion kilowatthours,March,2013,0.22
FRCC,other energy sources,billion kilowatthours,March,2013,0.31
MISO,Natural gas,billion kilowatthours,March,2013,7.34
MISO,Coal,billion kilowatthours,March,2013,32.43
MISO,Nuclear,billion kilowatthours,March,2013,8.45
MISO,Conventional hydropower,billion kilowatthours,March,2013,0.64
MISO,Nonhydro renewables,billion kilowatthours,March,2013,3.72
MISO,other energy sources,billion kilowatthours,March,2013,0.72
SPP,Natural gas,billion kilowatthours,March,2013,4.26
SPP,Coal,billion kilowatthours,March,2013,13.51
SPP,Nuclear,billion kilowatthours,March,2013,0.58
SPP,Conventional hydropower,billion kilowatthours,March,2013,0.81
SPP,Nonhydro renewables,billion kilowatthours,March,2013,2.69
SPP,other energy sources,billion kilowatthours,March,2013,0.14
ERCOT,Natural gas,billion kilowatthours,March,2013,8.12
ERCOT,Coal,billion kilowatthours,March,2013,7.97
ERCOT,Nuclear,billion kilowatthours,March,2013,2.77
ERCOT,Conventional hydropower,billion kilowatthours,March,2013,0.01
ERCOT,Nonhydro renewables,billion kilowatthours,March,2013,3.54
ERCOT,other energy sources,billion kilowatthours,March,2013,0.07
Northwest and Rockies,Natural gas,billion kilowatthours,March,2013,5.42
Northwest and Rockies,Coal,billion kilowatthours,March,2013,12.12
Northwest and Rockies,Nuclear,billion kilowatthours,March,2013,0.82
Northwest and Rockies,Conventional hydropower,billion kilowatthours,March,2013,9.13
Northwest and Rockies,Nonhydro renewables,billion kilowatthours,March,2013,3.14
Northwest and Rockies,other energy sources,billion kilowatthours,March,2013,0.02
Southwest,Natural gas,billion kilowatthours,March,2013,1.71
Southwest,Coal,billion kilowatthours,March,2013,5.29
Southwest,Nuclear,billion kilowatthours,March,2013,2.9
Southwest,Conventional hydropower,billion kilowatthours,March,2013,0.84
Southwest,Nonhydro renewables,billion kilowatthours,March,2013,0.71
Southwest,other energy sources,billion kilowatthours,March,2013,0.01
CAISO,Natural gas,billion kilowatthours,March,2013,7.65
CAISO,Coal,billion kilowatthours,March,2013,0.86
CAISO,Nuclear,billion kilowatthours,March,2013,1
CAISO,Conventional hydropower,billion kilowatthours,March,2013,1.75
CAISO,Nonhydro renewables,billion kilowatthours,March,2013,2.53
CAISO,other energy sources,billion kilowatthours,March,2013,-0.01
ISO-NE,Natural gas,billion kilowatthours,April,2013,3.82
ISO-NE,Coal,billion kilowatthours,April,2013,0.26
ISO-NE,Nuclear,billion kilowatthours,April,2013,2.45
ISO-NE,Conventional hydropower,billion kilowatthours,April,2013,0.79
ISO-NE,Nonhydro renewables,billion kilowatthours,April,2013,0.53
ISO-NE,other energy sources,billion kilowatthours,April,2013,0.14
NYISO,Natural gas,billion kilowatthours,April,2013,3.91
NYISO,Coal,billion kilowatthours,April,2013,0.22
NYISO,Nuclear,billion kilowatthours,April,2013,3.6
NYISO,Conventional hydropower,billion kilowatthours,April,2013,1.91
NYISO,Nonhydro renewables,billion kilowatthours,April,2013,0.54
NYISO,other energy sources,billion kilowatthours,April,2013,0.04
PJM,Natural gas,billion kilowatthours,April,2013,9.32
PJM,Coal,billion kilowatthours,April,2013,25.49
PJM,Nuclear,billion kilowatthours,April,2013,19.63
PJM,Conventional hydropower,billion kilowatthours,April,2013,0.86
PJM,Nonhydro renewables,billion kilowatthours,April,2013,2.24
PJM,other energy sources,billion kilowatthours,April,2013,0.24
SERC,Natural gas,billion kilowatthours,April,2013,10.64
SERC,Coal,billion kilowatthours,April,2013,18.31
SERC,Nuclear,billion kilowatthours,April,2013,14.93
SERC,Conventional hydropower,billion kilowatthours,April,2013,2.85
SERC,Nonhydro renewables,billion kilowatthours,April,2013,0.22
SERC,other energy sources,billion kilowatthours,April,2013,-0.03
FRCC,Natural gas,billion kilowatthours,April,2013,10.32
FRCC,Coal,billion kilowatthours,April,2013,3.3
FRCC,Nuclear,billion kilowatthours,April,2013,2.05
FRCC,Conventional hydropower,billion kilowatthours,April,2013,0.02
FRCC,Nonhydro renewables,billion kilowatthours,April,2013,0.19
FRCC,other energy sources,billion kilowatthours,April,2013,0.34
MISO,Natural gas,billion kilowatthours,April,2013,7.15
MISO,Coal,billion kilowatthours,April,2013,28.16
MISO,Nuclear,billion kilowatthours,April,2013,6.54
MISO,Conventional hydropower,billion kilowatthours,April,2013,0.84
MISO,Nonhydro renewables,billion kilowatthours,April,2013,4.07
MISO,other energy sources,billion kilowatthours,April,2013,0.54
SPP,Natural gas,billion kilowatthours,April,2013,3.82
SPP,Coal,billion kilowatthours,April,2013,11.65
SPP,Nuclear,billion kilowatthours,April,2013,0.89
SPP,Conventional hydropower,billion kilowatthours,April,2013,1.1
SPP,Nonhydro renewables,billion kilowatthours,April,2013,2.89
SPP,other energy sources,billion kilowatthours,April,2013,0.17
ERCOT,Natural gas,billion kilowatthours,April,2013,9.21
ERCOT,Coal,billion kilowatthours,April,2013,7.85
ERCOT,Nuclear,billion kilowatthours,April,2013,2.33
ERCOT,Conventional hydropower,billion kilowatthours,April,2013,0
ERCOT,Nonhydro renewables,billion kilowatthours,April,2013,3.48
ERCOT,other energy sources,billion kilowatthours,April,2013,0.1
Northwest and Rockies,Natural gas,billion kilowatthours,April,2013,3.59
Northwest and Rockies,Coal,billion kilowatthours,April,2013,9.93
Northwest and Rockies,Nuclear,billion kilowatthours,April,2013,0.8
Northwest and Rockies,Conventional hydropower,billion kilowatthours,April,2013,13.29
Northwest and Rockies,Nonhydro renewables,billion kilowatthours,April,2013,3.68
Northwest and Rockies,other energy sources,billion kilowatthours,April,2013,0.03
Southwest,Natural gas,billion kilowatthours,April,2013,2.29
Southwest,Coal,billion kilowatthours,April,2013,5.04
Southwest,Nuclear,billion kilowatthours,April,2013,1.92
Southwest,Conventional hydropower,billion kilowatthours,April,2013,0.87
Southwest,Nonhydro renewables,billion kilowatthours,April,2013,0.69
Southwest,other energy sources,billion kilowatthours,April,2013,0.01
CAISO,Natural gas,billion kilowatthours,April,2013,6.31
CAISO,Coal,billion kilowatthours,April,2013,0.45
CAISO,Nuclear,billion kilowatthours,April,2013,1.63
CAISO,Conventional hydropower,billion kilowatthours,April,2013,2.21
CAISO,Nonhydro renewables,billion kilowatthours,April,2013,2.93
CAISO,other energy sources,billion kilowatthours,April,2013,0.02
ISO-NE,Natural gas,billion kilowatthours,May,2013,4.51
ISO-NE,Coal,billion kilowatthours,May,2013,0.06
ISO-NE,Nuclear,billion kilowatthours,May,2013,2.39
ISO-NE,Conventional hydropower,billion kilowatthours,May,2013,0.69
ISO-NE,Nonhydro renewables,billion kilowatthours,May,2013,0.56
ISO-NE,other energy sources,billion kilowatthours,May,2013,0.14
NYISO,Natural gas,billion kilowatthours,May,2013,4.6
NYISO,Coal,billion kilowatthours,May,2013,0.35
NYISO,Nuclear,billion kilowatthours,May,2013,3.73
NYISO,Conventional hydropower,billion kilowatthours,May,2013,1.97
NYISO,Nonhydro renewables,billion kilowatthours,May,2013,0.44
NYISO,other energy sources,billion kilowatthours,May,2013,0.07
PJM,Natural gas,billion kilowatthours,May,2013,10.26
PJM,Coal,billion kilowatthours,May,2013,27.01
PJM,Nuclear,billion kilowatthours,May,2013,21.07
PJM,Conventional hydropower,billion kilowatthours,May,2013,0.79
PJM,Nonhydro renewables,billion kilowatthours,May,2013,1.88
PJM,other energy sources,billion kilowatthours,May,2013,0.21
SERC,Natural gas,billion kilowatthours,May,2013,10.96
SERC,Coal,billion kilowatthours,May,2013,19.01
SERC,Nuclear,billion kilowatthours,May,2013,16.96
SERC,Conventional hydropower,billion kilowatthours,May,2013,3.87
SERC,Nonhydro renewables,billion kilowatthours,May,2013,0.28
SERC,other energy sources,billion kilowatthours,May,2013,-0.04
FRCC,Natural gas,billion kilowatthours,May,2013,11.25
FRCC,Coal,billion kilowatthours,May,2013,3.82
FRCC,Nuclear,billion kilowatthours,May,2013,2.25
FRCC,Conventional hydropower,billion kilowatthours,May,2013,0.02
FRCC,Nonhydro renewables,billion kilowatthours,May,2013,0.21
FRCC,other energy sources,billion kilowatthours,May,2013,0.48
MISO,Natural gas,billion kilowatthours,May,2013,7.42
MISO,Coal,billion kilowatthours,May,2013,29.62
MISO,Nuclear,billion kilowatthours,May,2013,6.76
MISO,Conventional hydropower,billion kilowatthours,May,2013,0.86
MISO,Nonhydro renewables,billion kilowatthours,May,2013,3.83
MISO,other energy sources,billion kilowatthours,May,2013,0.9
SPP,Natural gas,billion kilowatthours,May,2013,4.44
SPP,Coal,billion kilowatthours,May,2013,12.31
SPP,Nuclear,billion kilowatthours,May,2013,1.19
SPP,Conventional hydropower,billion kilowatthours,May,2013,1.19
SPP,Nonhydro renewables,billion kilowatthours,May,2013,2.83
SPP,other energy sources,billion kilowatthours,May,2013,0.19
ERCOT,Natural gas,billion kilowatthours,May,2013,10.11
ERCOT,Coal,billion kilowatthours,May,2013,9.7
ERCOT,Nuclear,billion kilowatthours,May,2013,3.61
ERCOT,Conventional hydropower,billion kilowatthours,May,2013,0
ERCOT,Nonhydro renewables,billion kilowatthours,May,2013,3.64
ERCOT,other energy sources,billion kilowatthours,May,2013,0.1
Northwest and Rockies,Natural gas,billion kilowatthours,May,2013,3.66
Northwest and Rockies,Coal,billion kilowatthours,May,2013,9.56
Northwest and Rockies,Nuclear,billion kilowatthours,May,2013,0.25
Northwest and Rockies,Conventional hydropower,billion kilowatthours,May,2013,15.12
Northwest and Rockies,Nonhydro renewables,billion kilowatthours,May,2013,2.92
Northwest and Rockies,other energy sources,billion kilowatthours,May,2013,0.02
Southwest,Natural gas,billion kilowatthours,May,2013,2.19
Southwest,Coal,billion kilowatthours,May,2013,5.64
Southwest,Nuclear,billion kilowatthours,May,2013,2.95
Southwest,Conventional hydropower,billion kilowatthours,May,2013,0.84
Southwest,Nonhydro renewables,billion kilowatthours,May,2013,0.7
Southwest,other energy sources,billion kilowatthours,May,2013,0.01
CAISO,Natural gas,billion kilowatthours,May,2013,6.57
CAISO,Coal,billion kilowatthours,May,2013,1.14
CAISO,Nuclear,billion kilowatthours,May,2013,1.68
CAISO,Conventional hydropower,billion kilowatthours,May,2013,2.65
CAISO,Nonhydro renewables,billion kilowatthours,May,2013,3.27
CAISO,other energy sources,billion kilowatthours,May,2013,0.04
ISO-NE,Natural gas,billion kilowatthours,June,2013,4.23
ISO-NE,Coal,billion kilowatthours,June,2013,0.27
ISO-NE,Nuclear,billion kilowatthours,June,2013,3.32
ISO-NE,Conventional hydropower,billion kilowatthours,June,2013,0.81
ISO-NE,Nonhydro renewables,billion kilowatthours,June,2013,0.59
ISO-NE,other energy sources,billion kilowatthours,June,2013,0.15
NYISO,Natural gas,billion kilowatthours,June,2013,5.29
NYISO,Coal,billion kilowatthours,June,2013,0.26
NYISO,Nuclear,billion kilowatthours,June,2013,3.72
NYISO,Conventional hydropower,billion kilowatthours,June,2013,1.91
NYISO,Nonhydro renewables,billion kilowatthours,June,2013,0.38
NYISO,other energy sources,billion kilowatthours,June,2013,0.1
PJM,Natural gas,billion kilowatthours,June,2013,10.67
PJM,Coal,billion kilowatthours,June,2013,31.27
PJM,Nuclear,billion kilowatthours,June,2013,23.09
PJM,Conventional hydropower,billion kilowatthours,June,2013,0.74
PJM,Nonhydro renewables,billion kilowatthours,June,2013,1.46
PJM,other energy sources,billion kilowatthours,June,2013,0.19
SERC,Natural gas,billion kilowatthours,June,2013,13.9
SERC,Coal,billion kilowatthours,June,2013,24.49
SERC,Nuclear,billion kilowatthours,June,2013,16.86
SERC,Conventional hydropower,billion kilowatthours,June,2013,3.11
SERC,Nonhydro renewables,billion kilowatthours,June,2013,0.27
SERC,other energy sources,billion kilowatthours,June,2013,-0.06
FRCC,Natural gas,billion kilowatthours,June,2013,12.57
FRCC,Coal,billion kilowatthours,June,2013,4.01
FRCC,Nuclear,billion kilowatthours,June,2013,2.5
FRCC,Conventional hydropower,billion kilowatthours,June,2013,0.02
FRCC,Nonhydro renewables,billion kilowatthours,June,2013,0.2
FRCC,other energy sources,billion kilowatthours,June,2013,0.46
MISO,Natural gas,billion kilowatthours,June,2013,8.75
MISO,Coal,billion kilowatthours,June,2013,32.83
MISO,Nuclear,billion kilowatthours,June,2013,7.5
MISO,Conventional hydropower,billion kilowatthours,June,2013,0.98
MISO,Nonhydro renewables,billion kilowatthours,June,2013,2.9
MISO,other energy sources,billion kilowatthours,June,2013,0.81
SPP,Natural gas,billion kilowatthours,June,2013,5.34
SPP,Coal,billion kilowatthours,June,2013,14.33
SPP,Nuclear,billion kilowatthours,June,2013,1.38
SPP,Conventional hydropower,billion kilowatthours,June,2013,1.3
SPP,Nonhydro renewables,billion kilowatthours,June,2013,2.64
SPP,other energy sources,billion kilowatthours,June,2013,0.16
ERCOT,Natural gas,billion kilowatthours,June,2013,13.33
ERCOT,Coal,billion kilowatthours,June,2013,11.65
ERCOT,Nuclear,billion kilowatthours,June,2013,3.65
ERCOT,Conventional hydropower,billion kilowatthours,June,2013,0.03
ERCOT,Nonhydro renewables,billion kilowatthours,June,2013,3.05
ERCOT,other energy sources,billion kilowatthours,June,2013,0.12
Northwest and Rockies,Natural gas,billion kilowatthours,June,2013,5.01
Northwest and Rockies,Coal,billion kilowatthours,June,2013,10.9
Northwest and Rockies,Nuclear,billion kilowatthours,June,2013,0.08
Northwest and Rockies,Conventional hydropower,billion kilowatthours,June,2013,14.36
Northwest and Rockies,Nonhydro renewables,billion kilowatthours,June,2013,2.74
Northwest and Rockies,other energy sources,billion kilowatthours,June,2013,0.04
Southwest,Natural gas,billion kilowatthours,June,2013,4.28
Southwest,Coal,billion kilowatthours,June,2013,5.81
Southwest,Nuclear,billion kilowatthours,June,2013,2.85
Southwest,Conventional hydropower,billion kilowatthours,June,2013,0.91
Southwest,Nonhydro renewables,billion kilowatthours,June,2013,0.69
Southwest,other energy sources,billion kilowatthours,June,2013,0.02
CAISO,Natural gas,billion kilowatthours,June,2013,8.07
CAISO,Coal,billion kilowatthours,June,2013,1.18
CAISO,Nuclear,billion kilowatthours,June,2013,1.48
CAISO,Conventional hydropower,billion kilowatthours,June,2013,2.8
CAISO,Nonhydro renewables,billion kilowatthours,June,2013,3.23
CAISO,other energy sources,billion kilowatthours,June,2013,0.11
ISO-NE,Natural gas,billion kilowatthours,July,2013,6.16
ISO-NE,Coal,billion kilowatthours,July,2013,0.84
ISO-NE,Nuclear,billion kilowatthours,July,2013,3.43
ISO-NE,Conventional hydropower,billion kilowatthours,July,2013,0.73
ISO-NE,Nonhydro renewables,billion kilowatthours,July,2013,0.57
ISO-NE,other energy sources,billion kilowatthours,July,2013,0.23
NYISO,Natural gas,billion kilowatthours,July,2013,7.64
NYISO,Coal,billion kilowatthours,July,2013,0.55
NYISO,Nuclear,billion kilowatthours,July,2013,3.66
NYISO,Conventional hydropower,billion kilowatthours,July,2013,2.2
NYISO,Nonhydro renewables,billion kilowatthours,July,2013,0.32
NYISO,other energy sources,billion kilowatthours,July,2013,0.25
PJM,Natural gas,billion kilowatthours,July,2013,15.4
PJM,Coal,billion kilowatthours,July,2013,35.41
PJM,Nuclear,billion kilowatthours,July,2013,24.45
PJM,Conventional hydropower,billion kilowatthours,July,2013,0.83
PJM,Nonhydro renewables,billion kilowatthours,July,2013,1.19
PJM,other energy sources,billion kilowatthours,July,2013,0.33
SERC,Natural gas,billion kilowatthours,July,2013,14.58
SERC,Coal,billion kilowatthours,July,2013,24.84
SERC,Nuclear,billion kilowatthours,July,2013,17.94
SERC,Conventional hydropower,billion kilowatthours,July,2013,4.5
SERC,Nonhydro renewables,billion kilowatthours,July,2013,0.28
SERC,other energy sources,billion kilowatthours,July,2013,0.04
FRCC,Natural gas,billion kilowatthours,July,2013,12.44
FRCC,Coal,billion kilowatthours,July,2013,4.22
FRCC,Nuclear,billion kilowatthours,July,2013,2.71
FRCC,Conventional hydropower,billion kilowatthours,July,2013,0.03
FRCC,Nonhydro renewables,billion kilowatthours,July,2013,0.2
FRCC,other energy sources,billion kilowatthours,July,2013,0.46
MISO,Natural gas,billion kilowatthours,July,2013,10.89
MISO,Coal,billion kilowatthours,July,2013,36.76
MISO,Nuclear,billion kilowatthours,July,2013,8.02
MISO,Conventional hydropower,billion kilowatthours,July,2013,0.55
MISO,Nonhydro renewables,billion kilowatthours,July,2013,2.46
MISO,other energy sources,billion kilowatthours,July,2013,0.8
SPP,Natural gas,billion kilowatthours,July,2013,6.14
SPP,Coal,billion kilowatthours,July,2013,17.06
SPP,Nuclear,billion kilowatthours,July,2013,1.42
SPP,Conventional hydropower,billion kilowatthours,July,2013,0.97
SPP,Nonhydro renewables,billion kilowatthours,July,2013,2.1
SPP,other energy sources,billion kilowatthours,July,2013,0.11
ERCOT,Natural gas,billion kilowatthours,July,2013,14.93
ERCOT,Coal,billion kilowatthours,July,2013,12.32
ERCOT,Nuclear,billion kilowatthours,July,2013,3.73
ERCOT,Conventional hydropower,billion kilowatthours,July,2013,0.03
ERCOT,Nonhydro renewables,billion kilowatthours,July,2013,2.11
ERCOT,other energy sources,billion kilowatthours,July,2013,0.17
Northwest and Rockies,Natural gas,billion kilowatthours,July,2013,7.35
Northwest and Rockies,Coal,billion kilowatthours,July,2013,12.24
Northwest and Rockies,Nuclear,billion kilowatthours,July,2013,0.81
Northwest and Rockies,Conventional hydropower,billion kilowatthours,July,2013,12.98
Northwest and Rockies,Nonhydro renewables,billion kilowatthours,July,2013,2.76
Northwest and Rockies,other energy sources,billion kilowatthours,July,2013,0.03
Southwest,Natural gas,billion kilowatthours,July,2013,5.64
Southwest,Coal,billion kilowatthours,July,2013,5.99
Southwest,Nuclear,billion kilowatthours,July,2013,2.89
Southwest,Conventional hydropower,billion kilowatthours,July,2013,0.87
Southwest,Nonhydro renewables,billion kilowatthours,July,2013,0.63
Southwest,other energy sources,billion kilowatthours,July,2013,0.02
CAISO,Natural gas,billion kilowatthours,July,2013,10.51
CAISO,Coal,billion kilowatthours,July,2013,1.26
CAISO,Nuclear,billion kilowatthours,July,2013,1.49
CAISO,Conventional hydropower,billion kilowatthours,July,2013,3.12
CAISO,Nonhydro renewables,billion kilowatthours,July,2013,3.05
CAISO,other energy sources,billion kilowatthours,July,2013,0.14
ISO-NE,Natural gas,billion kilowatthours,August,2013,5.43
ISO-NE,Coal,billion kilowatthours,August,2013,0.18
ISO-NE,Nuclear,billion kilowatthours,August,2013,3.15
ISO-NE,Conventional hydropower,billion kilowatthours,August,2013,0.42
ISO-NE,Nonhydro renewables,billion kilowatthours,August,2013,0.6
ISO-NE,other energy sources,billion kilowatthours,August,2013,0.19
NYISO,Natural gas,billion kilowatthours,August,2013,5.72
NYISO,Coal,billion kilowatthours,August,2013,0.23
NYISO,Nuclear,billion kilowatthours,August,2013,3.9
NYISO,Conventional hydropower,billion kilowatthours,August,2013,2.09
NYISO,Nonhydro renewables,billion kilowatthours,August,2013,0.35
NYISO,other energy sources,billion kilowatthours,August,2013,0.07
PJM,Natural gas,billion kilowatthours,August,2013,13.33
PJM,Coal,billion kilowatthours,August,2013,32.09
PJM,Nuclear,billion kilowatthours,August,2013,24.98
PJM,Conventional hydropower,billion kilowatthours,August,2013,0.49
PJM,Nonhydro renewables,billion kilowatthours,August,2013,1.14
PJM,other energy sources,billion kilowatthours,August,2013,0.24
SERC,Natural gas,billion kilowatthours,August,2013,15.4
SERC,Coal,billion kilowatthours,August,2013,25.54
SERC,Nuclear,billion kilowatthours,August,2013,17.81
SERC,Conventional hydropower,billion kilowatthours,August,2013,3.06
SERC,Nonhydro renewables,billion kilowatthours,August,2013,0.29
SERC,other energy sources,billion kilowatthours,August,2013,-0.02
FRCC,Natural gas,billion kilowatthours,August,2013,13.68
FRCC,Coal,billion kilowatthours,August,2013,4.35
FRCC,Nuclear,billion kilowatthours,August,2013,2.69
FRCC,Conventional hydropower,billion kilowatthours,August,2013,0.02
FRCC,Nonhydro renewables,billion kilowatthours,August,2013,0.19
FRCC,other energy sources,billion kilowatthours,August,2013,0.47
MISO,Natural gas,billion kilowatthours,August,2013,10.85
MISO,Coal,billion kilowatthours,August,2013,36.74
MISO,Nuclear,billion kilowatthours,August,2013,8.19
MISO,Conventional hydropower,billion kilowatthours,August,2013,0.72
MISO,Nonhydro renewables,billion kilowatthours,August,2013,2.07
MISO,other energy sources,billion kilowatthours,August,2013,0.77
SPP,Natural gas,billion kilowatthours,August,2013,6.42
SPP,Coal,billion kilowatthours,August,2013,16.7
SPP,Nuclear,billion kilowatthours,August,2013,1.45
SPP,Conventional hydropower,billion kilowatthours,August,2013,1.4
SPP,Nonhydro renewables,billion kilowatthours,August,2013,1.91
SPP,other energy sources,billion kilowatthours,August,2013,0.11
ERCOT,Natural gas,billion kilowatthours,August,2013,17.16
ERCOT,Coal,billion kilowatthours,August,2013,12.23
ERCOT,Nuclear,billion kilowatthours,August,2013,3.72
