ISO,Energy,Units,Month,Year,Generation
CAISO,Nonhydro renewables,billion kilowatthours,April,2014,3.37
CAISO,other energy sources,billion kilowatthours,April,2014,-0.03
ISO-NE,Natural gas,billion kilowatthours,May,2014,3.79
ISO-NE,Coal,billion kilowatthours,May,2014,0.02
ISO-NE,Nuclear,billion kilowatthours,May,2014,2.72
ISO-NE,Conventional hydropower,billion kilowatthours,May,2014,0.95
ISO-NE,Nonhydro renewables,billion kilowatthours,May,2014,0.59
ISO-NE,other energy sources,billion kilowatthours,May,2014,0.11
NYISO,Natural gas,billion kilowatthours,May,2014,4.2
NYISO,Coal,billion kilowatthours,May,2014,0.15
NYISO,Nuclear,billion kilowatthours,May,2014,3.6
NYISO,Conventional hydropower,billion kilowatthours,May,2014,2.29
NYISO,Nonhydro renewables,billion kilowatthours,May,2014,0.46
NYISO,other energy sources,billion kilowatthours,May,2014,0.03
PJM,Natural gas,billion kilowatthours,May,2014,11.04
PJM,Coal,billion kilowatthours,May,2014,24.31
PJM,Nuclear,billion kilowatthours,May,2014,21.3
PJM,Conventional hydropower,billion kilowatthours,May,2014,1
PJM,Nonhydro renewables,billion kilowatthours,May,2014,1.94
PJM,other energy sources,billion kilowatthours,May,2014,0.2
SERC,Natural gas,billion kilowatthours,May,2014,13.47
SERC,Coal,billion kilowatthours,May,2014,22.89
SERC,Nuclear,billion kilowatthours,May,2014,15.37
SERC,Conventional hydropower,billion kilowatthours,May,2014,1.82
SERC,Nonhydro renewables,billion kilowatthours,May,2014,0.33
SERC,other energy sources,billion kilowatthours,May,2014,-0.09
FRCC,Natural gas,billion kilowatthours,May,2014,12.13
FRCC,Coal,billion kilowatthours,May,2014,3.76
FRCC,Nuclear,billion kilowatthours,May,2014,2.59
FRCC,Conventional hydropower,billion kilowatthours,May,2014,0.02
FRCC,Nonhydro renewables,billion kilowatthours,May,2014,0.25
FRCC,other energy sources,billion kilowatthours,May,2014,0.39
MISO,Natural gas,billion kilowatthours,May,2014,8.47
MISO,Coal,billion kilowatthours,May,2014,28.05
MISO,Nuclear,billion kilowatthours,May,2014,8.05
MISO,Conventional hydropower,billion kilowatthours,May,2014,0.86
MISO,Nonhydro renewables,billion kilowatthours,May,2014,3.61
MISO,other energy sources,billion kilowatthours,May,2014,0.75
SPP,Natural gas,billion kilowatthours,May,2014,3.95
SPP,Coal,billion kilowatthours,May,2014,13.21
SPP,Nuclear,billion kilowatthours,May,2014,1.41
SPP,Conventional hydropower,billion kilowatthours,May,2014,1.01
SPP,Nonhydro renewables,billion kilowatthours,May,2014,2.65
SPP,other energy sources,billion kilowatthours,May,2014,0.08
ERCOT,Natural gas,billion kilowatthours,May,2014,10.63
ERCOT,Coal,billion kilowatthours,May,2014,10.4
ERCOT,Nuclear,billion kilowatthours,May,2014,2.78
ERCOT,Conventional hydropower,billion kilowatthours,May,2014,0.03
ERCOT,Nonhydro renewables,billion kilowatthours,May,2014,3.27
ERCOT,other energy sources,billion kilowatthours,May,2014,0.08
Northwest and Rockies,Natural gas,billion kilowatthours,May,2014,4.06
Northwest and Rockies,Coal,billion kilowatthours,May,2014,8.72
Northwest and Rockies,Nuclear,billion kilowatthours,May,2014,0.78
Northwest and Rockies,Conventional hydropower,billion kilowatthours,May,2014,15.51
Northwest and Rockies,Nonhydro renewables,billion kilowatthours,May,2014,3.14
Northwest and Rockies,other energy sources,billion kilowatthours,May,2014,0.04
Southwest,Natural gas,billion kilowatthours,May,2014,2.6
Southwest,Coal,billion kilowatthours,May,2014,4.95
Southwest,Nuclear,billion kilowatthours,May,2014,2.68
Southwest,Conventional hydropower,billion kilowatthours,May,2014,0.8
Southwest,Nonhydro renewables,billion kilowatthours,May,2014,0.86
Southwest,other energy sources,billion kilowatthours,May,2014,0.02
CAISO,Natural gas,billion kilowatthours,May,2014,7.04
CAISO,Coal,billion kilowatthours,May,2014,1.11
CAISO,Nuclear,billion kilowatthours,May,2014,1.68
CAISO,Conventional hydropower,billion kilowatthours,May,2014,2.02
CAISO,Nonhydro renewables,billion kilowatthours,May,2014,3.98
CAISO,other energy sources,billion kilowatthours,May,2014,-0.04
ISO-NE,Natural gas,billion kilowatthours,June,2014,4.5
ISO-NE,Coal,billion kilowatthours,June,2014,0.04
ISO-NE,Nuclear,billion kilowatthours,June,2014,3.24
ISO-NE,Conventional hydropower,billion kilowatthours,June,2014,0.62
ISO-NE,Nonhydro renewables,billion kilowatthours,June,2014,0.63
ISO-NE,other energy sources,billion kilowatthours,June,2014,0.11
NYISO,Natural gas,billion kilowatthours,June,2014,5.54
NYISO,Coal,billion kilowatthours,June,2014,0.35
NYISO,Nuclear,billion kilowatthours,June,2014,3.69
NYISO,Conventional hydropower,billion kilowatthours,June,2014,2.19
NYISO,Nonhydro renewables,billion kilowatthours,June,2014,0.35
NYISO,other energy sources,billion kilowatthours,June,2014,0.03
PJM,Natural gas,billion kilowatthours,June,2014,12.74
PJM,Coal,billion kilowatthours,June,2014,30.44
PJM,Nuclear,billion kilowatthours,June,2014,23.36
PJM,Conventional hydropower,billion kilowatthours,June,2014,0.62
PJM,Nonhydro renewables,billion kilowatthours,June,2014,1.57
PJM,other energy sources,billion kilowatthours,June,2014,0.17
SERC,Natural gas,billion kilowatthours,June,2014,15.08
SERC,Coal,billion kilowatthours,June,2014,27.03
SERC,Nuclear,billion kilowatthours,June,2014,16.07
SERC,Conventional hydropower,billion kilowatthours,June,2014,1.86
SERC,Nonhydro renewables,billion kilowatthours,June,2014,0.35
SERC,other energy sources,billion kilowatthours,June,2014,-0.18
FRCC,Natural gas,billion kilowatthours,June,2014,12.23
FRCC,Coal,billion kilowatthours,June,2014,4.27
FRCC,Nuclear,billion kilowatthours,June,2014,2.48
FRCC,Conventional hydropower,billion kilowatthours,June,2014,0.02
FRCC,Nonhydro renewables,billion kilowatthours,June,2014,0.25
FRCC,other energy sources,billion kilowatthours,June,2014,0.32
MISO,Natural gas,billion kilowatthours,June,2014,8.41
MISO,Coal,billion kilowatthours,June,2014,32.82
MISO,Nuclear,billion kilowatthours,June,2014,8.81
MISO,Conventional hydropower,billion kilowatthours,June,2014,0.77
MISO,Nonhydro renewables,billion kilowatthours,June,2014,3.03
MISO,other energy sources,billion kilowatthours,June,2014,0.82
SPP,Natural gas,billion kilowatthours,June,2014,3.83
SPP,Coal,billion kilowatthours,June,2014,14.73
SPP,Nuclear,billion kilowatthours,June,2014,1.65
SPP,Conventional hydropower,billion kilowatthours,June,2014,1.25
SPP,Nonhydro renewables,billion kilowatthours,June,2014,2.92
SPP,other energy sources,billion kilowatthours,June,2014,0.06
ERCOT,Natural gas,billion kilowatthours,June,2014,13.02
ERCOT,Coal,billion kilowatthours,June,2014,10.22
ERCOT,Nuclear,billion kilowatthours,June,2014,3.56
ERCOT,Conventional hydropower,billion kilowatthours,June,2014,0.02
ERCOT,Nonhydro renewables,billion kilowatthours,June,2014,3.92
ERCOT,other energy sources,billion kilowatthours,June,2014,0.07
Northwest and Rockies,Natural gas,billion kilowatthours,June,2014,4.45
Northwest and Rockies,Coal,billion kilowatthours,June,2014,10.03
Northwest and Rockies,Nuclear,billion kilowatthours,June,2014,0.8
Northwest and Rockies,Conventional hydropower,billion kilowatthours,June,2014,15.22
Northwest and Rockies,Nonhydro renewables,billion kilowatthours,June,2014,3.44
Northwest and Rockies,other energy sources,billion kilowatthours,June,2014,0.04
Southwest,Natural gas,billion kilowatthours,June,2014,3.92
Southwest,Coal,billion kilowatthours,June,2014,5.16
Southwest,Nuclear,billion kilowatthours,June,2014,2.85
Southwest,Conventional hydropower,billion kilowatthours,June,2014,0.8
Southwest,Nonhydro renewables,billion kilowatthours,June,2014,0.9
Southwest,other energy sources,billion kilowatthours,June,2014,0.03
CAISO,Natural gas,billion kilowatthours,June,2014,6.92
CAISO,Coal,billion kilowatthours,June,2014,1.21
CAISO,Nuclear,billion kilowatthours,June,2014,1.63
CAISO,Conventional hydropower,billion kilowatthours,June,2014,2.16
CAISO,Nonhydro renewables,billion kilowatthours,June,2014,4.28
CAISO,other energy sources,billion kilowatthours,June,2014,0.04
ISO-NE,Natural gas,billion kilowatthours,July,2014,5.83
ISO-NE,Coal,billion kilowatthours,July,2014,0.22
ISO-NE,Nuclear,billion kilowatthours,July,2014,3.34
ISO-NE,Conventional hydropower,billion kilowatthours,July,2014,0.58
ISO-NE,Nonhydro renewables,billion kilowatthours,July,2014,0.66
ISO-NE,other energy sources,billion kilowatthours,July,2014,0.12
NYISO,Natural gas,billion kilowatthours,July,2014,6.46
NYISO,Coal,billion kilowatthours,July,2014,0.33
NYISO,Nuclear,billion kilowatthours,July,2014,3.85
NYISO,Conventional hydropower,billion kilowatthours,July,2014,2.27
NYISO,Nonhydro renewables,billion kilowatthours,July,2014,0.42
NYISO,other energy sources,billion kilowatthours,July,2014,0.04
PJM,Natural gas,billion kilowatthours,July,2014,14.23
PJM,Coal,billion kilowatthours,July,2014,31.83
PJM,Nuclear,billion kilowatthours,July,2014,24.5
PJM,Conventional hydropower,billion kilowatthours,July,2014,0.4
PJM,Nonhydro renewables,billion kilowatthours,July,2014,1.48
PJM,other energy sources,billion kilowatthours,July,2014,0.25
SERC,Natural gas,billion kilowatthours,July,2014,15.62
SERC,Coal,billion kilowatthours,July,2014,27.78
SERC,Nuclear,billion kilowatthours,July,2014,17.35
SERC,Conventional hydropower,billion kilowatthours,July,2014,1.73
SERC,Nonhydro renewables,billion kilowatthours,July,2014,0.37
SERC,other energy sources,billion kilowatthours,July,2014,-0.19
FRCC,Natural gas,billion kilowatthours,July,2014,13.6
FRCC,Coal,billion kilowatthours,July,2014,4.63
FRCC,Nuclear,billion kilowatthours,July,2014,2.41
FRCC,Conventional hydropower,billion kilowatthours,July,2014,0.01
FRCC,Nonhydro renewables,billion kilowatthours,July,2014,0.24
FRCC,other energy sources,billion kilowatthours,July,2014,0.15
MISO,Natural gas,billion kilowatthours,July,2014,8.08
MISO,Coal,billion kilowatthours,July,2014,35.24
MISO,Nuclear,billion kilowatthours,July,2014,9.52
MISO,Conventional hydropower,billion kilowatthours,July,2014,0.79
MISO,Nonhydro renewables,billion kilowatthours,July,2014,2.82
MISO,other energy sources,billion kilowatthours,July,2014,0.89
SPP,Natural gas,billion kilowatthours,July,2014,4.94
SPP,Coal,billion kilowatthours,July,2014,15.87
SPP,Nuclear,billion kilowatthours,July,2014,1.83
SPP,Conventional hydropower,billion kilowatthours,July,2014,1.23
SPP,Nonhydro renewables,billion kilowatthours,July,2014,2.33
SPP,other energy sources,billion kilowatthours,July,2014,0.08
ERCOT,Natural gas,billion kilowatthours,July,2014,15.1
ERCOT,Coal,billion kilowatthours,July,2014,12.24
ERCOT,Nuclear,billion kilowatthours,July,2014,3.73
ERCOT,Conventional hydropower,billion kilowatthours,July,2014,0.01
ERCOT,Nonhydro renewables,billion kilowatthours,July,2014,2.58
ERCOT,other energy sources,billion kilowatthours,July,2014,0.07
Northwest and Rockies,Natural gas,billion kilowatthours,July,2014,7.16
Northwest and Rockies,Coal,billion kilowatthours,July,2014,12.82
Northwest and Rockies,Nuclear,billion kilowatthours,July,2014,0.82
Northwest and Rockies,Conventional hydropower,billion kilowatthours,July,2014,14
Northwest and Rockies,Nonhydro renewables,billion kilowatthours,July,2014,2.62
Northwest and Rockies,other energy sources,billion kilowatthours,July,2014,0.02
Southwest,Natural gas,billion kilowatthours,July,2014,5.22
Southwest,Coal,billion kilowatthours,July,2014,6.02
Southwest,Nuclear,billion kilowatthours,July,2014,2.93
Southwest,Conventional hydropower,billion kilowatthours,July,2014,0.88
Southwest,Nonhydro renewables,billion kilowatthours,July,2014,0.78
Southwest,other energy sources,billion kilowatthours,July,2014,0.02
CAISO,Natural gas,billion kilowatthours,July,2014,10.21
CAISO,Coal,billion kilowatthours,July,2014,1.33
CAISO,Nuclear,billion kilowatthours,July,2014,1.66
CAISO,Conventional hydropower,billion kilowatthours,July,2014,2.26
CAISO,Nonhydro renewables,billion kilowatthours,July,2014,3.75
CAISO,other energy sources,billion kilowatthours,July,2014,0.16
ISO-NE,Natural gas,billion kilowatthours,August,2014,5.17
ISO-NE,Coal,billion kilowatthours,August,2014,0.03
ISO-NE,Nuclear,billion kilowatthours,August,2014,3.34
ISO-NE,Conventional hydropower,billion kilowatthours,August,2014,0.53
ISO-NE,Nonhydro renewables,billion kilowatthours,August,2014,0.63
ISO-NE,other energy sources,billion kilowatthours,August,2014,0.14
NYISO,Natural gas,billion kilowatthours,August,2014,5.95
NYISO,Coal,billion kilowatthours,August,2014,0.18
NYISO,Nuclear,billion kilowatthours,August,2014,3.61
NYISO,Conventional hydropower,billion kilowatthours,August,2014,2.24
NYISO,Nonhydro renewables,billion kilowatthours,August,2014,0.36
NYISO,other energy sources,billion kilowatthours,August,2014,0.04
PJM,Natural gas,billion kilowatthours,August,2014,14.2
PJM,Coal,billion kilowatthours,August,2014,29.61
PJM,Nuclear,billion kilowatthours,August,2014,24.85
PJM,Conventional hydropower,billion kilowatthours,August,2014,0.41
PJM,Nonhydro renewables,billion kilowatthours,August,2014,1.28
PJM,other energy sources,billion kilowatthours,August,2014,0.17
SERC,Natural gas,billion kilowatthours,August,2014,17.22
SERC,Coal,billion kilowatthours,August,2014,26.61
SERC,Nuclear,billion kilowatthours,August,2014,16.92
SERC,Conventional hydropower,billion kilowatthours,August,2014,2.17
SERC,Nonhydro renewables,billion kilowatthours,August,2014,0.37
SERC,other energy sources,billion kilowatthours,August,2014,-0.23
FRCC,Natural gas,billion kilowatthours,August,2014,14.58
FRCC,Coal,billion kilowatthours,August,2014,4.62
FRCC,Nuclear,billion kilowatthours,August,2014,2.37
FRCC,Conventional hydropower,billion kilowatthours,August,2014,0.01
FRCC,Nonhydro renewables,billion kilowatthours,August,2014,0.26
FRCC,other energy sources,billion kilowatthours,August,2014,0.15
MISO,Natural gas,billion kilowatthours,August,2014,9.7
MISO,Coal,billion kilowatthours,August,2014,38
MISO,Nuclear,billion kilowatthours,August,2014,9.47
MISO,Conventional hydropower,billion kilowatthours,August,2014,0.57
MISO,Nonhydro renewables,billion kilowatthours,August,2014,1.87
MISO,other energy sources,billion kilowatthours,August,2014,0.87
SPP,Natural gas,billion kilowatthours,August,2014,6.02
SPP,Coal,billion kilowatthours,August,2014,16.26
SPP,Nuclear,billion kilowatthours,August,2014,1.82
SPP,Conventional hydropower,billion kilowatthours,August,2014,1.23
SPP,Nonhydro renewables,billion kilowatthours,August,2014,2.14
SPP,other energy sources,billion kilowatthours,August,2014,0.1
ERCOT,Natural gas,billion kilowatthours,August,2014,17.33
ERCOT,Coal,billion kilowatthours,August,2014,11.79
ERCOT,Nuclear,billion kilowatthours,August,2014,3.73
ERCOT,Conventional hydropower,billion kilowatthours,August,2014,0.02
ERCOT,Nonhydro renewables,billion kilowatthours,August,2014,2.34
ERCOT,other energy sources,billion kilowatthours,August,2014,0.09
Northwest and Rockies,Natural gas,billion kilowatthours,August,2014,7.81
Northwest and Rockies,Coal,billion kilowatthours,August,2014,13.15
Northwest and Rockies,Nuclear,billion kilowatthours,August,2014,0.6
Northwest and Rockies,Conventional hydropower,billion kilowatthours,August,2014,9.79
Northwest and Rockies,Nonhydro renewables,billion kilowatthours,August,2014,2.42
Northwest and Rockies,other energy sources,billion kilowatthours,August,2014,0.03
Southwest,Natural gas,billion kilowatthours,August,2014,5.02
Southwest,Coal,billion kilowatthours,August,2014,5.61
Southwest,Nuclear,billion kilowatthours,August,2014,2.91
Southwest,Conventional hydropower,billion kilowatthours,August,2014,0.76
Southwest,Nonhydro renewables,billion kilowatthours,August,2014,0.74
Southwest,other energy sources,billion kilowatthours,August,2014,0.02
CAISO,Natural gas,billion kilowatthours,August,2014,10.65
CAISO,Coal,billion kilowatthours,August,2014,1.3
CAISO,Nuclear,billion kilowatthours,August,2014,1.51
CAISO,Conventional hydropower,billion kilowatthours,August,2014,1.85
CAISO,Nonhydro renewables,billion kilowatthours,August,2014,3.72
CAISO,other energy sources,billion kilowatthours,August,2014,-0.04
ISO-NE,Natural gas,billion kilowatthours,September,2014,4.31
ISO-NE,Coal,billion kilowatthours,September,2014,0.06
ISO-NE,Nuclear,billion kilowatthours,September,2014,3.3
ISO-NE,Conventional hydropower,billion kilowatthours,September,2014,0.32
ISO-NE,Nonhydro renewables,billion kilowatthours,September,2014,0.65
ISO-NE,other energy sources,billion kilowatthours,September,2014,0.12
NYISO,Natural gas,billion kilowatthours,September,2014,5.56
NYISO,Coal,billion kilowatthours,September,2014,0.17
NYISO,Nuclear,billion kilowatthours,September,2014,3.23
NYISO,Conventional hydropower,billion kilowatthours,September,2014,2.08
NYISO,Nonhydro renewables,billion kilowatthours,September,2014,0.41
NYISO,other energy sources,billion kilowatthours,September,2014,0.03
PJM,Natural gas,billion kilowatthours,September,2014,12.97
PJM,Coal,billion kilowatthours,September,2014,25.82
PJM,Nuclear,billion kilowatthours,September,2014,22.84
PJM,Conventional hydropower,billion kilowatthours,September,2014,0.31
PJM,Nonhydro renewables,billion kilowatthours,September,2014,1.38
PJM,other energy sources,billion kilowatthours,September,2014,0.2
SERC,Natural gas,billion kilowatthours,September,2014,15.07
SERC,Coal,billion kilowatthours,September,2014,22.28
SERC,Nuclear,billion kilowatthours,September,2014,16.19
SERC,Conventional hydropower,billion kilowatthours,September,2014,1.96
SERC,Nonhydro renewables,billion kilowatthours,September,2014,0.37
SERC,other energy sources,billion kilowatthours,September,2014,-0.14
FRCC,Natural gas,billion kilowatthours,September,2014,12.64
FRCC,Coal,billion kilowatthours,September,2014,4.05
FRCC,Nuclear,billion kilowatthours,September,2014,2.36
FRCC,Conventional hydropower,billion kilowatthours,September,2014,0.01
FRCC,Nonhydro renewables,billion kilowatthours,September,2014,0.23
FRCC,other energy sources,billion kilowatthours,September,2014,0.11
MISO,Natural gas,billion kilowatthours,September,2014,7.55
MISO,Coal,billion kilowatthours,September,2014,30.18
MISO,Nuclear,billion kilowatthours,September,2014,9.06
MISO,Conventional hydropower,billion kilowatthours,September,2014,0.61
MISO,Nonhydro renewables,billion kilowatthours,September,2014,2.94
MISO,other energy sources,billion kilowatthours,September,2014,0.91
SPP,Natural gas,billion kilowatthours,September,2014,3.42
SPP,Coal,billion kilowatthours,September,2014,13.24
SPP,Nuclear,billion kilowatthours,September,2014,1.68
SPP,Conventional hydropower,billion kilowatthours,September,2014,1.23
SPP,Nonhydro renewables,billion kilowatthours,September,2014,2.57
SPP,other energy sources,billion kilowatthours,September,2014,0.09
ERCOT,Natural gas,billion kilowatthours,September,2014,13.71
ERCOT,Coal,billion kilowatthours,September,2014,10.81
ERCOT,Nuclear,billion kilowatthours,September,2014,3.62
ERCOT,Conventional hydropower,billion kilowatthours,September,2014,0.02
ERCOT,Nonhydro renewables,billion kilowatthours,September,2014,2.08
ERCOT,other energy sources,billion kilowatthours,September,2014,0.09
Northwest and Rockies,Natural gas,billion kilowatthours,September,2014,7.59
Northwest and Rockies,Coal,billion kilowatthours,September,2014,11.61
Northwest and Rockies,Nuclear,billion kilowatthours,September,2014,0.8
Northwest and Rockies,Conventional hydropower,billion kilowatthours,September,2014,7.4
Northwest and Rockies,Nonhydro renewables,billion kilowatthours,September,2014,2.57
Northwest and Rockies,other energy sources,billion kilowatthours,September,2014,0.02
Southwest,Natural gas,billion kilowatthours,September,2014,4.46
Southwest,Coal,billion kilowatthours,September,2014,5.54
Southwest,Nuclear,billion kilowatthours,September,2014,2.83
Southwest,Conventional hydropower,billion kilowatthours,September,2014,0.65
Southwest,Nonhydro renewables,billion kilowatthours,September,2014,0.74
Southwest,other energy sources,billion kilowatthours,September,2014,0
CAISO,Natural gas,billion kilowatthours,September,2014,11.21
CAISO,Coal,billion kilowatthours,September,2014,1.15
CAISO,Nuclear,billion kilowatthours,September,2014,1.61
CAISO,Conventional hydropower,billion kilowatthours,September,2014,1.22
CAISO,Nonhydro renewables,billion kilowatthours,September,2014,3.33
CAISO,other energy sources,billion kilowatthours,September,2014,0.02
ISO-NE,Natural gas,billion kilowatthours,October,2014,4
ISO-NE,Coal,billion kilowatthours,October,2014,0
ISO-NE,Nuclear,billion kilowatthours,October,2014,2.8
ISO-NE,Conventional hydropower,billion kilowatthours,October,2014,0.44
ISO-NE,Nonhydro renewables,billion kilowatthours,October,2014,0.74
ISO-NE,other energy sources,billion kilowatthours,October,2014,0.11
NYISO,Natural gas,billion kilowatthours,October,2014,4.77
NYISO,Coal,billion kilowatthours,October,2014,0.12
NYISO,Nuclear,billion kilowatthours,October,2014,3.77
NYISO,Conventional hydropower,billion kilowatthours,October,2014,2.17
NYISO,Nonhydro renewables,billion kilowatthours,October,2014,0.54
NYISO,other energy sources,billion kilowatthours,October,2014,0.02
PJM,Natural gas,billion kilowatthours,October,2014,10.99
PJM,Coal,billion kilowatthours,October,2014,23.44
PJM,Nuclear,billion kilowatthours,October,2014,22.32
PJM,Conventional hydropower,billion kilowatthours,October,2014,0.34
PJM,Nonhydro renewables,billion kilowatthours,October,2014,2.09
PJM,other energy sources,billion kilowatthours,October,2014,0.13
SERC,Natural gas,billion kilowatthours,October,2014,13.61
SERC,Coal,billion kilowatthours,October,2014,17
SERC,Nuclear,billion kilowatthours,October,2014,15.57
SERC,Conventional hydropower,billion kilowatthours,October,2014,2.62
SERC,Nonhydro renewables,billion kilowatthours,October,2014,0.34
SERC,other energy sources,billion kilowatthours,October,2014,-0.14
FRCC,Natural gas,billion kilowatthours,October,2014,11.86
FRCC,Coal,billion kilowatthours,October,2014,3.64
FRCC,Nuclear,billion kilowatthours,October,2014,2.19
FRCC,Conventional hydropower,billion kilowatthours,October,2014,0.01
FRCC,Nonhydro renewables,billion kilowatthours,October,2014,0.22
FRCC,other energy sources,billion kilowatthours,October,2014,0.12
MISO,Natural gas,billion kilowatthours,October,2014,8
MISO,Coal,billion kilowatthours,October,2014,28.49
MISO,Nuclear,billion kilowatthours,October,2014,7.45
MISO,Conventional hydropower,billion kilowatthours,October,2014,0.69
MISO,Nonhydro renewables,billion kilowatthours,October,2014,4.12
MISO,other energy sources,billion kilowatthours,October,2014,0.62
SPP,Natural gas,billion kilowatthours,October,2014,3.5
SPP,Coal,billion kilowatthours,October,2014,11.35
SPP,Nuclear,billion kilowatthours,October,2014,1.28
SPP,Conventional hydropower,billion kilowatthours,October,2014,1.34
SPP,Nonhydro renewables,billion kilowatthours,October,2014,2.67
SPP,other energy sources,billion kilowatthours,October,2014,0.13
ERCOT,Natural gas,billion kilowatthours,October,2014,12.06
ERCOT,Coal,billion kilowatthours,October,2014,8.9
ERCOT,Nuclear,billion kilowatthours,October,2014,2.96
ERCOT,Conventional hydropower,billion kilowatthours,October,2014,0.03
ERCOT,Nonhydro renewables,billion kilowatthours,October,2014,2.76
ERCOT,other energy sources,billion kilowatthours,October,2014,0.11
Northwest and Rockies,Natural gas,billion kilowatthours,October,2014,6.82
Northwest and Rockies,Coal,billion kilowatthours,October,2014,11.1
Northwest and Rockies,Nuclear,billion kilowatthours,October,2014,0.83
Northwest and Rockies,Conventional hydropower,billion kilowatthours,October,2014,7.74
Northwest and Rockies,Nonhydro renewables,billion kilowatthours,October,2014,2.78
Northwest and Rockies,other energy sources,billion kilowatthours,October,2014,0.04
Southwest,Natural gas,billion kilowatthours,October,2014,3.21
Southwest,Coal,billion kilowatthours,October,2014,5.14
Southwest,Nuclear,billion kilowatthours,October,2014,2.28
Southwest,Conventional hydropower,billion kilowatthours,October,2014,0.54
Southwest,Nonhydro renewables,billion kilowatthours,October,2014,0.75
Southwest,other energy sources,billion kilowatthours,October,2014,0
CAISO,Natural gas,billion kilowatthours,October,2014,10.99
CAISO,Coal,billion kilowatthours,October,2014,0.97
CAISO,Nuclear,billion kilowatthours,October,2014,0.94
CAISO,Conventional hydropower,billion kilowatthours,October,2014,0.98
CAISO,Nonhydro renewables,billion kilowatthours,October,2014,3.05
CAISO,other energy sources,billion kilowatthours,October,2014,0.06
ISO-NE,Natural gas,billion kilowatthours,November,2014,3.13
ISO-NE,Coal,billion kilowatthours,November,2014,0.54
ISO-NE,Nuclear,billion kilowatthours,November,2014,2.77
ISO-NE,Conventional hydropower,billion kilowatthours,November,2014,0.47
ISO-NE,Nonhydro renewables,billion kilowatthours,November,2014,0.79
ISO-NE,other energy sources,billion kilowatthours,November,2014,0.12
NYISO,Natural gas,billion kilowatthours,November,2014,4.44
NYISO,Coal,billion kilowatthours,November,2014,0.14
NYISO,Nuclear,billion kilowatthours,November,2014,3.91
NYISO,Conventional hydropower,billion kilowatthours,November,2014,2.27
NYISO,Nonhydro renewables,billion kilowatthours,November,2014,0.64
NYISO,other energy sources,billion kilowatthours,November,2014,0.04
PJM,Natural gas,billion kilowatthours,November,2014,10.13
PJM,Coal,billion kilowatthours,November,2014,27.67
PJM,Nuclear,billion kilowatthours,November,2014,22.63
PJM,Conventional hydropower,billion kilowatthours,November,2014,0.28
PJM,Nonhydro renewables,billion kilowatthours,November,2014,2.64
PJM,other energy sources,billion kilowatthours,November,2014,0.2
SERC,Natural gas,billion kilowatthours,November,2014,14.26
SERC,Coal,billion kilowatthours,November,2014,18.85
SERC,Nuclear,billion kilowatthours,November,2014,16.31
SERC,Conventional hydropower,billion kilowatthours,November,2014,2.67
SERC,Nonhydro renewables,billion kilowatthours,November,2014,0.3
SERC,other energy sources,billion kilowatthours,November,2014,-0.09
FRCC,Natural gas,billion kilowatthours,November,2014,8.75
FRCC,Coal,billion kilowatthours,November,2014,3.8
FRCC,Nuclear,billion kilowatthours,November,2014,2.46
FRCC,Conventional hydropower,billion kilowatthours,November,2014,0.01
FRCC,Nonhydro renewables,billion kilowatthours,November,2014,0.24
FRCC,other energy sources,billion kilowatthours,November,2014,0.14
MISO,Natural gas,billion kilowatthours,November,2014,6.59
MISO,Coal,billion kilowatthours,November,2014,30.29
MISO,Nuclear,billion kilowatthours,November,2014,8.02
MISO,Conventional hydropower,billion kilowatthours,November,2014,0.6
MISO,Nonhydro renewables,billion kilowatthours,November,2014,5.2
MISO,other energy sources,billion kilowatthours,November,2014,0.71
SPP,Natural gas,billion kilowatthours,November,2014,3.44
SPP,Coal,billion kilowatthours,November,2014,11.61
SPP,Nuclear,billion kilowatthours,November,2014,1.73
SPP,Conventional hydropower,billion kilowatthours,November,2014,1.04
SPP,Nonhydro renewables,billion kilowatthours,November,2014,3.53
SPP,other energy sources,billion kilowatthours,November,2014,0.11
ERCOT,Natural gas,billion kilowatthours,November,2014,9.38
ERCOT,Coal,billion kilowatthours,November,2014,8.29
ERCOT,Nuclear,billion kilowatthours,November,2014,2.86
ERCOT,Conventional hydropower,billion kilowatthours,November,2014,0.01
ERCOT,Nonhydro renewables,billion kilowatthours,November,2014,3.66
ERCOT,other energy sources,billion kilowatthours,November,2014,0.11
Northwest and Rockies,Natural gas,billion kilowatthours,November,2014,5.85
Northwest and Rockies,Coal,billion kilowatthours,November,2014,11.06
Northwest and Rockies,Nuclear,billion kilowatthours,November,2014,0.8
Northwest and Rockies,Conventional hydropower,billion kilowatthours,November,2014,9.58
Northwest and Rockies,Nonhydro renewables,billion kilowatthours,November,2014,3.62
Northwest and Rockies,other energy sources,billion kilowatthours,November,2014,0.03
Southwest,Natural gas,billion kilowatthours,November,2014,2.51
Southwest,Coal,billion kilowatthours,November,2014,4.54
Southwest,Nuclear,billion kilowatthours,November,2014,2.22
Southwest,Conventional hydropower,billion kilowatthours,November,2014,0.65
Southwest,Nonhydro renewables,billion kilowatthours,November,2014,0.76
Southwest,other energy sources,billion kilowatthours,November,2014,0
CAISO,Natural gas,billion kilowatthours,November,2014,7.94
CAISO,Coal,billion kilowatthours,November,2014,1.17
CAISO,Nuclear,billion kilowatthours,November,2014,1.42
CAISO,Conventional hydropower,billion kilowatthours,November,2014,0.81
CAISO,Nonhydro renewables,billion kilowatthours,November,2014,2.8
