ISO,Units,Month,Year,Demand,Generation
Southwest,billion kilowatthours,October,2015,10.03,12.42
Southwest,billion kilowatthours,October,2016,10.03,11.89
Southwest,billion kilowatthours,October,2017,9.77,11.33
Southwest,billion kilowatthours,October,2018,9.3,12.25
Southwest,billion kilowatthours,September,2011,12.08,13.94
Southwest,billion kilowatthours,September,2012,12.15,13.79
Southwest,billion kilowatthours,September,2013,11.73,14.1
Southwest,billion kilowatthours,September,2014,12.22,14.23
Southwest,billion kilowatthours,September,2015,12.31,14.21
Southwest,billion kilowatthours,September,2016,11.31,12.89
Southwest,billion kilowatthours,September,2017,11.66,12.79
Southwest,billion kilowatthours,September,2018,12.57,14.5
SPP,billion kilowatthours,April,2011,18.16,19.09
SPP,billion kilowatthours,April,2012,18.1,20.27
SPP,billion kilowatthours,April,2013,18.54,20.53
SPP,billion kilowatthours,April,2014,17.64,19.73
SPP,billion kilowatthours,April,2015,18.19,19.44
SPP,billion kilowatthours,April,2016,18.02,19.68
SPP,billion kilowatthours,April,2017,18.39,20.14
SPP,billion kilowatthours,April,2018,19.42,21.24
SPP,billion kilowatthours,August,2011,28.16,29.4
SPP,billion kilowatthours,August,2012,26.34,27.89
SPP,billion kilowatthours,August,2013,24.43,28
SPP,billion kilowatthours,August,2014,24.96,27.57
SPP,billion kilowatthours,August,2015,25.52,27.15
SPP,billion kilowatthours,August,2016,26.33,28.13
SPP,billion kilowatthours,August,2017,24.1,24.99
SPP,billion kilowatthours,August,2018,26.33,28.04
SPP,billion kilowatthours,December,2011,20.8,22.75
SPP,billion kilowatthours,December,2012,20.65,22.94
SPP,billion kilowatthours,December,2013,21,25.15
SPP,billion kilowatthours,December,2014,20.31,23.22
SPP,billion kilowatthours,December,2015,20.94,22.65
SPP,billion kilowatthours,December,2016,22.51,24.46
SPP,billion kilowatthours,December,2017,22.42,24.73
SPP,billion kilowatthours,December,2018,22.53,25.45
SPP,billion kilowatthours,February,2011,19.22,21
SPP,billion kilowatthours,February,2012,18.87,20.67
SPP,billion kilowatthours,February,2013,18.81,20.69
SPP,billion kilowatthours,February,2014,19.54,22.67
SPP,billion kilowatthours,February,2015,20.87,22.66
SPP,billion kilowatthours,February,2016,19.34,21.13
SPP,billion kilowatthours,February,2017,18.32,20.44
SPP,billion kilowatthours,February,2018,20.61,22.83
SPP,billion kilowatthours,January,2011,22.31,24.24
SPP,billion kilowatthours,January,2012,20.35,22.25
SPP,billion kilowatthours,January,2013,21.46,23.86
SPP,billion kilowatthours,January,2014,21.93,25.93
SPP,billion kilowatthours,January,2015,22.84,24.4
SPP,billion kilowatthours,January,2016,22.54,24.63
SPP,billion kilowatthours,January,2017,22.14,24.52
SPP,billion kilowatthours,January,2018,24.03,26.29
SPP,billion kilowatthours,July,2011,28.68,30.71
SPP,billion kilowatthours,July,2012,28.88,30.56
SPP,billion kilowatthours,July,2013,24.45,27.8
SPP,billion kilowatthours,July,2014,23.69,26.28
SPP,billion kilowatthours,July,2015,26.82,28.47
SPP,billion kilowatthours,July,2016,27.35,29.02
SPP,billion kilowatthours,July,2017,27.53,28.58
SPP,billion kilowatthours,July,2018,27.39,29.18
SPP,billion kilowatthours,June,2011,24.86,26.38
SPP,billion kilowatthours,June,2012,24.14,26.2
SPP,billion kilowatthours,June,2013,21.58,25.15
SPP,billion kilowatthours,June,2014,21.36,24.43
SPP,billion kilowatthours,June,2015,23.16,24.78
SPP,billion kilowatthours,June,2016,24.6,26.24
SPP,billion kilowatthours,June,2017,23.77,24.95
SPP,billion kilowatthours,June,2018,25.39,27.61
SPP,billion kilowatthours,March,2011,19.11,20.55
SPP,billion kilowatthours,March,2012,18.56,20.54
SPP,billion kilowatthours,March,2013,19.87,21.99
SPP,billion kilowatthours,March,2014,19.52,21.99
SPP,billion kilowatthours,March,2015,20.05,21.3
SPP,billion kilowatthours,March,2016,18.91,20.81
SPP,billion kilowatthours,March,2017,19.72,22.31
SPP,billion kilowatthours,March,2018,20.21,22.57
SPP,billion kilowatthours,May,2011,19.67,21.95
SPP,billion kilowatthours,May,2012,21.07,23.17
SPP,billion kilowatthours,May,2013,19.96,22.15
SPP,billion kilowatthours,May,2014,19.61,22.3
SPP,billion kilowatthours,May,2015,18.93,20.12
SPP,billion kilowatthours,May,2016,19.37,21.02
SPP,billion kilowatthours,May,2017,20.07,22.04
SPP,billion kilowatthours,May,2018,22.83,24.39
SPP,billion kilowatthours,November,2011,18.08,20.24
SPP,billion kilowatthours,November,2012,18.29,19.98
SPP,billion kilowatthours,November,2013,18.04,21.96
SPP,billion kilowatthours,November,2014,19.03,21.46
SPP,billion kilowatthours,November,2015,18.9,19.95
SPP,billion kilowatthours,November,2016,18.81,19.94
SPP,billion kilowatthours,November,2017,19.44,20.97
SPP,billion kilowatthours,November,2018,21.05,22.95
SPP,billion kilowatthours,October,2011,18.63,20.59
SPP,billion kilowatthours,October,2012,18.68,20.59
SPP,billion kilowatthours,October,2013,17.8,21.4
SPP,billion kilowatthours,October,2014,18.17,20.27
SPP,billion kilowatthours,October,2015,19.09,20.36
SPP,billion kilowatthours,October,2016,19.73,21.32
SPP,billion kilowatthours,October,2017,19.8,21.43
SPP,billion kilowatthours,October,2018,20.19,21.91
SPP,billion kilowatthours,September,2011,20.18,21.88
SPP,billion kilowatthours,September,2012,20.65,22.87
SPP,billion kilowatthours,September,2013,21.01,24.17
SPP,billion kilowatthours,September,2014,19.91,22.23
SPP,billion kilowatthours,September,2015,22.6,24.06
SPP,billion kilowatthours,September,2016,21.79,23.66
SPP,billion kilowatthours,September,2017,21.72,23.29
SPP,billion kilowatthours,September,2018,22.07,24
ERCOT,billion kilowatthours,April,2011,24.61,24.63
ERCOT,billion kilowatthours,April,2012,24.52,24.13
ERCOT,billion kilowatthours,April,2013,23.47,22.97
ERCOT,billion kilowatthours,April,2014,24.02,23.86
ERCOT,billion kilowatthours,April,2015,24.61,24.38
ERCOT,billion kilowatthours,April,2016,25.06,24.87
ERCOT,billion kilowatthours,April,2017,26.05,26.25
ERCOT,billion kilowatthours,April,2018,25.74,25.94
ERCOT,billion kilowatthours,August,2011,38.29,37.25
ERCOT,billion kilowatthours,August,2012,35.24,34.7
ERCOT,billion kilowatthours,August,2013,35.72,35.29
ERCOT,billion kilowatthours,August,2014,36.03,35.29
ERCOT,billion kilowatthours,August,2015,36.93,36.54
ERCOT,billion kilowatthours,August,2016,36.46,36.34
ERCOT,billion kilowatthours,August,2017,36.35,36.53
ERCOT,billion kilowatthours,August,2018,39.2,38.19
ERCOT,billion kilowatthours,December,2011,25.11,24.82
ERCOT,billion kilowatthours,December,2012,25.01,24.42
ERCOT,billion kilowatthours,December,2013,28.15,27.77
ERCOT,billion kilowatthours,December,2014,26.02,25.43
ERCOT,billion kilowatthours,December,2015,25.83,25.7
ERCOT,billion kilowatthours,December,2016,27.68,27.4
ERCOT,billion kilowatthours,December,2017,29.2,29.62
ERCOT,billion kilowatthours,December,2018,28.71,28.24
ERCOT,billion kilowatthours,February,2011,23.79,23.23
ERCOT,billion kilowatthours,February,2012,22.26,21.71
ERCOT,billion kilowatthours,February,2013,21.31,20.74
ERCOT,billion kilowatthours,February,2014,24.87,24.97
ERCOT,billion kilowatthours,February,2015,25.12,25.26
ERCOT,billion kilowatthours,February,2016,23.58,23.76
ERCOT,billion kilowatthours,February,2017,22.99,23.23
ERCOT,billion kilowatthours,February,2018,25.75,25.46
ERCOT,billion kilowatthours,January,2011,25.86,25.57
ERCOT,billion kilowatthours,January,2012,24.14,23.9
ERCOT,billion kilowatthours,January,2013,25.74,24.67
ERCOT,billion kilowatthours,January,2014,28.26,27.96
ERCOT,billion kilowatthours,January,2015,28.85,28.76
ERCOT,billion kilowatthours,January,2016,27.53,27.29
ERCOT,billion kilowatthours,January,2017,27.32,27.33
ERCOT,billion kilowatthours,January,2018,31.27,30.57
ERCOT,billion kilowatthours,July,2011,36.36,35.66
ERCOT,billion kilowatthours,July,2012,34.09,33.43
ERCOT,billion kilowatthours,July,2013,33.7,33.28
ERCOT,billion kilowatthours,July,2014,34.47,33.74
ERCOT,billion kilowatthours,July,2015,36.98,36.7
ERCOT,billion kilowatthours,July,2016,38.22,38.09
ERCOT,billion kilowatthours,July,2017,38.32,38.4
ERCOT,billion kilowatthours,July,2018,39.61,38.58
ERCOT,billion kilowatthours,June,2011,33.59,33.37
ERCOT,billion kilowatthours,June,2012,32.27,31.63
ERCOT,billion kilowatthours,June,2013,32.35,31.82
ERCOT,billion kilowatthours,June,2014,31.88,30.83
ERCOT,billion kilowatthours,June,2015,32.36,32.32
ERCOT,billion kilowatthours,June,2016,33.39,33.4
ERCOT,billion kilowatthours,June,2017,33.93,33.69
ERCOT,billion kilowatthours,June,2018,37.37,35.83
ERCOT,billion kilowatthours,March,2011,22.69,21.95
ERCOT,billion kilowatthours,March,2012,23.39,23
ERCOT,billion kilowatthours,March,2013,23.39,22.47
ERCOT,billion kilowatthours,March,2014,24.79,24.68
ERCOT,billion kilowatthours,March,2015,25.4,25.01
ERCOT,billion kilowatthours,March,2016,24.35,24.37
ERCOT,billion kilowatthours,March,2017,25.99,26.43
ERCOT,billion kilowatthours,March,2018,26.19,25.85
ERCOT,billion kilowatthours,May,2011,27.81,27.61
ERCOT,billion kilowatthours,May,2012,28.89,28.4
ERCOT,billion kilowatthours,May,2013,27.59,27.17
ERCOT,billion kilowatthours,May,2014,27.51,27.18
ERCOT,billion kilowatthours,May,2015,27.89,27.76
ERCOT,billion kilowatthours,May,2016,28.53,28.31
ERCOT,billion kilowatthours,May,2017,30.1,30.3
ERCOT,billion kilowatthours,May,2018,33.73,33.35
ERCOT,billion kilowatthours,November,2011,22.29,22.29
ERCOT,billion kilowatthours,November,2012,22.36,21.83
ERCOT,billion kilowatthours,November,2013,24.27,24.2
ERCOT,billion kilowatthours,November,2014,24.73,24.3
ERCOT,billion kilowatthours,November,2015,23.91,23.8
ERCOT,billion kilowatthours,November,2016,24.45,24.59
ERCOT,billion kilowatthours,November,2017,25.95,26.46
ERCOT,billion kilowatthours,November,2018,27.08,26.68
ERCOT,billion kilowatthours,October,2011,24.73,24.37
ERCOT,billion kilowatthours,October,2012,25.32,25.08
ERCOT,billion kilowatthours,October,2013,25.85,25.35
ERCOT,billion kilowatthours,October,2014,27.61,26.82
ERCOT,billion kilowatthours,October,2015,27.48,27.44
ERCOT,billion kilowatthours,October,2016,29.23,28.79
ERCOT,billion kilowatthours,October,2017,28.97,29.26
ERCOT,billion kilowatthours,October,2018,29.12,28.18
ERCOT,billion kilowatthours,September,2011,29.97,29.9
ERCOT,billion kilowatthours,September,2012,29.56,29.16
ERCOT,billion kilowatthours,September,2013,31.25,30.72
ERCOT,billion kilowatthours,September,2014,31.16,30.34
ERCOT,billion kilowatthours,September,2015,32.15,32.04
ERCOT,billion kilowatthours,September,2016,32.93,33
ERCOT,billion kilowatthours,September,2017,32.09,32.16
ERCOT,billion kilowatthours,September,2018,32.46,31.74
